Nombre para mostrar;Clr Clb Newucmdb;Clr Service Code;Subtipo;Grupo de administración de configuración;Clr Istatus;Título;Comentarios;Clr Arr Location;Fecha y hora de modificación del sistema
"asaporvenir.default.domain.invalid";"true";"PRV0240";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOAV TELMEX SEGURIDAD ORTEZAL";"TRIARA\BUNKER1\V27(AB)\23";"11/02/23 01:15:23"
"FW_TIEMPOPCI1(fw_tiempopci1)";"true";"TMP0232";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // MAIL // IAAS MIGRACION DC // FIREWALL // SEGURIDAD Y RED";"";"11/02/23 01:26:36"
"FGT30E5619078746(fw_gzm0486_fw-fanalca-gzm0427-0484-485-gzm0486)";"true";"GZM0486";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // CALI //AVENIDA 6A BIS # 35N-100 PISO 8 //AUTOCEIBA AV. 6A BIS //FIREWALL EN CLIENTE //5 MBPS // REEMPLAZO DE OT  14433657";"";"08/06/22 10:00:35"
"V42-Redeback (mithrandir)";"false";"rmc0740";"VDOM Interface";"Datacenter - Seguridad Administrada";"(activo)";"firewall telmex";"SOP COMERCIAL CORP//SAP6000010172//FIREWALL DE 2M";"";"22/04/20 10:11:01"
"V05-FLAR0 (fw-chasis-bk4)";"false";"fld0015";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"e1 local";"";"19/08/20 23:17:49"
"FW-BRASILIA2";"true";"EBR0594";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORP // BARRANQUILLA // CR 35 # 44 - 63 // FIREWALL EN CLIENTE";"";"05/11/22 01:28:11"
"fw_axa_palmira";"false";"sgx0072";"Firewall";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOP. COMERCIAL CORP. // CORREO // PALMIRA // CALLE 30 N.27-70 3 PISO // FIREWALL";"SEDE CLIENTE";"09/05/22 03:36:53"
"FW-TAQUILLALIVE_TRIARA_1";"true";"TVJG007";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // BOGOTA // CALLE 80, KM 1.5 VÍA COTA // FIREWALL EN CLIENTE // 1 MES DE DESCUENTO";"";"25/02/23 01:26:32"
"V15-SAIN";"false";"sns0021";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOAV-FIREWALL TELMEX / Firewall Administrado Centralizado Dedicado + IPS 5Mbps";"";"05/01/22 03:31:23"
"V32-HILDEBRABCK (fw-chasis-bk3)";"false";"hcu0027";"VDOM Interface";"Datacenter - Seguridad Administrada";"(activo)";"soav corp // sap  200030878 // firewall 2m//";"SOAV CORP // SAP  200030878 // FIREWALL 2M//";"";"22/04/20 10:11:02"
"V142-FWCom2(fw_central_eyn02-n3)";"true";"PDLPR07";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"PROLUB S.A -FIREWALL CENTRALIZADO 1Mbps";"";"27/04/22 16:15:49"
"fw-humanavivir";"false";"hve0254";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"firewall";"FIREWALL";"";"09/04/20 00:19:33"
"FW_CORREMPRESARIAL1(fw_corrempresarial1)";"true";"CNI0058";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"Servicios Especiales Datacenter";"SOPORTE COMERCIAL CORPO // CORREO //  BOGOTA/ / DATACENTER // SERVICIOS ESPECIALES DATACENTER (SERVICIOS PROFESIONALES DE SEGURIDAD)     CNI0058";"";"27/04/22 16:09:44"
"V17-FW-COM3";"false";"tmi0004";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"INTERNET DEDICADO TELMEX";"TRES MUELLES S.A. Internet Seguro";"";"06/12/21 03:30:54"
"FW-VPN2-CONSORCIO(fw-vpn1-consorcio)";"true";"UCS0191";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"MANAGED VPN";"TERMINADOR VPN CONSORCIO ALTA DISPONIBILIDAD - PPAL -  USC0191";"TRIARA\BUNKER3\G7(AB)\14";"27/04/22 16:09:05"
"fw-spn_cucuta.4-72.com.co";"true";"SQH0392";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COMERCIAL CORPO // CORREO // Cúcuta // Regional Oriente - CD CUCUTA  AV. 4 No. 14 – 62 // FIREWALL EN CLIENTE";"SEDE CLIENTE";"26/08/22 09:48:08"
"V80-TSP-NAV (fw-chasis-bk4)";"false";"tsq0073";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"INTERNET DEDICADO TELMEX";"";"";"19/08/20 23:19:46"
"V03-CONVIAL(fw_central_eyn02-n3)";"true";"KQQ0010";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // SAP 6000008947 // BOGOTÁ TRIARA   // FIREWALL";"";"08/03/23 11:14:49"
"BODYTECH2(bodytech1.bodytech.loc)";"true";"IRD0363";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COMERCIAL CORP // CORREO // SIBERIA // DATACENTER TRIARA // IaaS // FIREWALL";"TRIARA\BUNKER1\F6(AB)\10";"08/06/22 10:00:28"
"fw_gzm0244_fw-fanalca-gzm0074-5_389-gzm0244";"true";"GZM0244";"Computer";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORPO // CORREO // MONTERIA //CLL 38 # 5-05SUPERMOTOS DE CORDOBA //FIREWALL EN CLIENTE// REEMPLAZO OT 14300632";"SEDE CLIENTE_FANALCA";"22/04/23 07:02:17"
"fw-hgs_colombia1";"true";"HQES002";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"Cambio nombres de usuario";"SEDE CLIENTE";"22/04/23 01:16:25"
"V21-PRODAlianza@FG3K1B3I11700698 (mithrandir)";"false";"alu0055";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"firewall telmex";"FIREWALL";"";"22/04/20 10:11:03"
"faz-fiduagraria";"false";"tgxu010";"Firewall";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"TELMEX E-BUSINESS SERVICES";"";"TRIARA\BUNKER2\U6(AB)\23";"09/04/20 00:19:50"
"V58-DATECOBCK (fw-chasis-bk4)";"false";"dae0084";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"";"";"19/08/20 23:19:39"
"V02-FW-COMP";"false";"acv0021";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"Firewall Centralizado";"";"28/08/20 10:59:21"
"FW-JEP2";"false";"kfft023";"Firewall HA";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"Servicios Especiales Datacenter";"SOPORTE COMERCIAL CORPO // CORREO BOGOTA //TRIARA //SERVICIOS ESPECIALES DATACENTER (SERVICIOS PROFESIONALES DE SEGURIDAD) //";"TRIARA\BUNKER3\J7(AB)\27";"09/03/22 03:53:19"
"V72-SERVIBA";"false";"seba006";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"";"";"22/09/20 10:47:02"
"V285-AVVILL";"true";"AVV4464";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"PBX ADMINISTRADA CLOUD MS TEAMS";"INTEEGRA_AVAL // SOP COM CORP  // BOGOTA // TRIARA // PBX ADMINISTRADA CLOUD MS TEAMS //";"";"22/04/23 01:21:09"
"V076-COR_EM(fw_central_eyn02-n3)";"true";"CNI0048";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORP// CORREO//FIREWALL CENTRALIZADO//TRIARA//BOGOTA";"";"27/04/22 16:16:00"
"fw_central_eyn02-n3";"true";"TFM3184";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_FIREWALL_AUTOMATIZACION_FISICO_2";"TRIARA\BUNKER4\BD38(AB)\23 TRIARA\BUNKER4\BD38(AB)\24 TRIARA\BUNKER4\BD38(AB)\21 TRIARA\BUNKER4\BD38(AB)\25 TRIARA\BUNKER4\BD38(AB)\22";"14/01/23 02:32:19"
"V01-HestelarPro (mithrandir)";"false";"hey0008";"VDOM Interface";"Datacenter - Seguridad Administrada";"(activo)";"hoteles estelar analisis de vulnerabilidades / portal web he";"No Administrado por CLARO //“Servicio de Seguridad Administrada No Identificado por el Grupo Administrador”";"";"22/04/20 10:11:04"
"V12-BROMPRO (fw-chasis-bk3)";"false";"bcolu06";"VDOM Interface";"Datacenter - Seguridad Administrada";"(activo)";"hosting";"No Administrado por CLARO //FIREWALL CENTRALIZADO EN DC 400Kbps";"";"22/04/20 10:11:04"
"V66-COBOS0 (fw-chasis-bk4)";"false";"lqhz001";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"Nuevo FW virtual administrado";"";"20/08/20 23:14:07"
"asa-seguroscolpatria.colpatria.co";"true";"SFW0041";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"Instalación por Traslado entre Clientes";"TRIARA\BUNKER1\R29(AB)\36";"21/02/22 14:03:49"
"fw_gzm0230_fw-fanalca-gzm0133-377-gzm0230";"true";"ZZPP036";"Computer";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCAL CORPORATIVO  //Bogota //TRANSVERSAL CARRERA 13A N° 119-12 // FIREWALL EN CLIENTE //5 MBPS";"Bogota //TRANSVERSAL CARRERA 13A N° 119-12 - Rack 1 U2 SEDE CLIENTE_FANALCA";"08/06/22 16:36:22"
"faz-ard";"false";"biz0010";"Firewall";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOAV CORP // FIREWALL TELMEX No. Servicio  BIZ0010";"";"14/03/22 03:34:37"
"V10-SegConf(deimos)";"true";"SGZ0112";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP CORP COMERCIAL //  TRIARA - BOGOTA  //  FIREWALL DC ALTERNO";"";"27/04/22 16:14:04"
"V23-JAVESALBCK (fw-chasis-bk3)";"false";"fdv0019";"VDOM Interface";"Datacenter - Seguridad Administrada";"(activo)";"soav - mail seguridad administrada firewall + ips fundacion ";"SOAV - MAIL Seguridad Administrada Firewall + IPS FUNDACION DE SERVICIOS MÉDICOS INTERUNIVERSITARIOS / Bogotá No. Servicio: FDV0019";"";"22/04/20 10:11:05"
"V08-PISA";"true";"PDI0024";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"COLLOCATION ORTEZAL //  FIREWALL CENTRALIZADO";"";"13/10/22 01:13:02"
"V277-TUGO";"true";"TUG0077";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // BOGOTA // DATA CENTER TRIARA // FIREWALL CENTRALIZADO";"";"15/12/22 01:16:33"
"V07-FIDUOCC(fw-cloud_aval_triara-aw13)";"true";"FDO0221";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"**FIDUOCCIDENTE FW IPA 100 MBPS - TRIARA";"";"11/04/23 16:20:33"
"fw-belltech-triara2";"false";"beb0020";"Firewall";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"“Servicio de Seguridad Administrada No Identificado por el Grupo Administrador”";"TRIARA\BUNKER4\AX13(AB)\3";"17/12/20 10:18:10"
"fw_gzm0213_fw_fanalca_gzm0065-64-203-gzm0213";"true";"GZM0213";"Computer";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORPO // CORREO // BOGOTA //AVENIDA, CARRERA104 # 139-24SUPERMOTOS DE CUNDINAMARCA //FIREWALL EN CLIENTE //5120// REEMPLAZO OT 14300632";"SEDE CLIENTE_FANALCA";"22/04/23 07:03:15"
"V54-CEMCALBD (mithrandir)";"false";"kyb0006";"VDOM Interface";"Datacenter - Seguridad Administrada";"(activo)";"firewall administrado";"Firewall Administrado: Dedicado con IPS  - 1 (Mbps). Conectar al Firewall y Switches dedicados para Grupo Aval. Asociarlo al servicio de MPLS que va a llegar al Firewall";"";"22/04/20 10:11:06"
"V07-COLTEF(fw-megacenter1)";"true";"CDI0222";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORP//CORREO//FIREWALL CENTRALIZADO//TRIARA//BOGOTA";"";"26/08/22 09:57:54"
"fw_ccshd13_cole_principal";"true";"CCSHD11";"Computer";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM PYMES//BOGOTA// CALLE 70A# 12-68 PISO 1 // FIREWALL EN CLIENTE 70MB // DIRECCION NO EXISTE EN RR NO CUENTA MATRIZ // SIN INFO TCL";"";"22/04/23 07:00:18"
"V28-BBOGOTA1 (fw-chasis-bk4)";"false";"bbt1079";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"Se retira bajo T19443";"";"19/08/20 23:17:02"
"fw-clinica_general_del_norte1";"true";"OCH0064";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//BOGOTA //TRIARA // SERVICIOS ESPECIALES DATACENTER (FIREWALL AVANZADO (VSG)) //FO";"TRIARA\BUNKER4\AE5(AB)\13 TRIARA\BUNKER4\BD38(AB)\33";"04/04/23 12:37:44"
"allot_tfm2462_megacenter";"false";"tfm2462";"Others";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"Servicios Especiales Datacenter";"";"MEGACENTER\PISO2\L06 (AB)\9 MEGACENTER\PISO2\L06 (AB)\8";"05/08/22 16:45:26"
"fmg-spn-vm";"true";"SQH0399";"Unix";"Datacenter - Seguridad Administrada";"(activo)";"";"SOPORTE COMERCIAL CORPO // CORREO  //BOGOTA //TRIARA //HOSTING (HOSTING VIRTUAL) //";"";"21/04/23 03:16:34"
"waf-consorcio";"false";"ucs0250";"Others";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOAV CORP/ FIREWALL / Triara Bogotá - FORTIWEB  / UCS0250";"TRIARA\BUNKER4\AV13(AB)\28";"09/03/22 23:31:17"
"FW-TAQUILLALIVE_TRIARA_1";"true";"TVJG008";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // BOGOTA // CALLE 80, KM 1.5 VÍA COTA // FIREWALL EN CLIENTE// 1 MES DE DESCUENTO";"";"01/12/22 01:21:14"
"V06-BVC-ProDmz (deimos)";"false";"bls0917";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"FIREWALL DATCENTER ORTEZAL MAS IPS LUCERO 2015 // BLS0917";"";"19/08/20 23:16:52"
"FGT30E5619078734(fw_gzm0245_fw_fanalca_gzm0100-352-404-gzm0245)";"true";"GZM0245";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORPO // CORREO // PEREIRA //CLL 21 # 12- 58SUPERMOTOS DEL CAFE //FIREWALL EN CLIENTE //12288// REEMPLAZO OT 14300632";"";"08/06/22 10:01:11"
"V12-BVC-Pro@FG3K1B3I11700698 (mithrandir)";"false";"bls0916";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"TELMEX SEGURIDAD";"SOP COM CORP// FIREWALL DATCENTER TRIARA MAS IPS LUCERO 2015 // BLS0916";"";"22/04/20 10:11:07"
"amenazas-virtual-machine";"true";"TFM1377";"Unix";"Datacenter - Seguridad Administrada";"(activo)";"Servicios Especiales Datacenter";"CI - Base de datos Central (RDBMS) –MS –SQL";"CLT230_TRI_INT_GESTION_OSS | Virtualization Layer Software (d-tfm4563-gah12-13-sr645)";"24/04/23 01:57:13"
"fw-chasis-2-bk3";"false";"tfm0184";"Firewall";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"E-BUSINESS HOSTING DEDICADO";"CI-FORTINET-TRIARA";"";"06/12/21 03:36:53"
"FW-ICAP1(fw-icap1)";"true";"CIM0117";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOAV - (ID SAP 200015223)-  Mejoras seguridad administrada FW+IPS+CN  No. Servicio: CIM0117 ";"";"08/06/22 10:02:42"
"FW-COBOS_TRIARA2";"false";"lqhz027";"Firewall HA";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"TELMEX SEGURIDAD";"Triara - Firewall + IPS + VPN en HA (FG 300E) Segundo NODO";"TRIARA\BUNKER2\U6(AB)\29";"11/05/20 22:40:49"
"acs_tfm0946_ucp_claro";"true";"TFM0946";"Unix";"Datacenter - Seguridad Administrada";"(activo)";"Servicios Especiales Datacenter";"CI-SERVIDOR VIRTUAL-ALOJAMIENTO PORTAL TACACS";"CLT222_TRI_INT_INFRAESTRUCTURA | Virtualization Layer Software (d-tfm2945-gae15-0210-ch121v5)";"24/04/23 01:37:31"
"V23-CIBERGESPRO (fw-chasis-bk3)";"false";"ccsas16";"VDOM Interface";"Datacenter - Seguridad Administrada";"(activo)";"firewall telmex";"firewall telmex";"";"22/04/20 10:11:08"
"fw-sisinfemp1";"true";"TKW0014";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"Servicios Especiales Datacenter";"SOPORTE COMERCIAL CORPO // CORREO  BOGOTÁ //DATACENTER TRIARA  //SERVICIOS ESPECIALES DATACENTER (SERVICIOS PROFESIONALES DE SEGURIDAD) // TKW0014";"";"22/04/23 01:33:39"
"V07-NEXA1 (fw-chasis-2-bk3)";"false";"ves0796";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"MPLS INTRANET LOCAL";"";"";"20/08/20 23:14:09"
"V55-CONVIAL1@FG3K1B3I11700698 (mithrandir)";"false";"kqq0010";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"TELMEX SEGURIDAD";"Firewall Administrado VDOM DEDICADO SOBRE FW CENTRALIZADO";"";"22/04/20 10:11:16"
"fw_tiempopci1";"false";"tmp0232";"Firewall";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // MAIL // IAAS MIGRACION DC // FIREWALL // SEGURIDAD Y RED";"TRIARA\BUNKER3\U23(A)\6";"14/03/22 03:35:31"
"fw-cteque";"true";"CTSAF18";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORP // CORREO  // BOGOTA // Carrera 11 # 75-19 ; Bogotá    // FIREWALL EN CLIENTE //";"SEDE CLIENTE";"06/10/22 01:06:31"
"MAAT(maat)";"true";"TFM0766";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"E-BUSINESS HOSTING DEDICADO";"CI - Maat";"";"27/04/22 16:09:39"
"Control de Navegación";"false";"";"Catalog Service";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"";"";"";"28/02/20 10:26:17"
"V07-COLTEF";"false";"cdi0222";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORP//CORREO//FIREWALL CENTRALIZADO//TRIARA//BOGOTA";"";"19/11/21 03:30:34"
"red_salud";"true";"RDS0070";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORP // CORREO // BOGOTA // TRIARA // FIREWALL CENTRALIZADO // FORTINET 100 E";"TRIARA\BUNKER3\W18(AB)\21";"11/02/23 01:20:13"
"V05-ALPODMZ@FG1K5D3I14803459 (fw-cloud_aval_triara_aw13)";"false";"aag0277";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOP. COMERCIAL CORP. // SAP 6000007219 // Bogotá // Triara // FIREWALL // 100M";"";"18/08/20 23:21:46"
"fw_uli0283_cucuta_uli0240_239_267_268_283";"true";"ULI0283";"Computer";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // CUCUTA // CUCUTA - AVENIDA 4TA 12N-81 EL BOSQUE // FIREWALL EN CLIENTE //";"SEDE CLIENTE";"22/04/23 07:03:16"
"V249-CRYCXS(fw_central_eyn02-n3)";"true";"CRYS690";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP// BOGOTÁ // DC TRIARA//FW PERIMETRAL COMUNICACIÓN HACIA GENESYSCLOUD // FW PERIMETRAL COMUNICACIÓN HACIA GENESYSCLOUD // FIREWALL CENTRALIZADO // 4MBPS";"";"27/04/22 16:15:43"
"fw_sgx0062_axa_valledupar";"true";"SGX0062";"Computer";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP. COMERCIAL CORP. // CORREO // VALLEDUPAR // CARRERA  11 N°  14-82 // FIREWALL";"SEDE CLIENTE";"21/07/22 10:10:17"
"VPN_POSITIVA (fw-inverfas2)";"false";"isa0073";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"MANAGED VPN";"TRIARA  servicio de implementación y administración de VPNs así: VPN site to site Cantidad 50 VPN Client to site Cantidad 100.  Se presta el Servicio sobre el  Firewall fortinet 200D en HA  que se va a implementar.";"";"19/08/20 23:19:15"
"fw-celar";"true";"GZZ0026";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // MANIZALES // CALLE 53A N° 23-40 // FIREWALL EN CLIENTE";"SEDE CLIENTE";"03/04/23 14:21:53"
"fw_sac_be_ventures_cali";"true";"TJP0010";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // CALI // CALLE 35 NORTE N° 6-07 // FIREWALL EN CLIENTE SOBRE EL ENLACE TJP0001";"SEDE CLIENTE";"10/09/22 09:58:08"
"fw-hpsa_lab2";"true";"TFM1544";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"Servicios Especiales Datacenter";"CI - PROYECTO LAB PLATAFORMAS FW1";"TRIARA\BUNKER4\AI5(AB)\18";"19/01/23 01:16:13"
"fw_axa_sfw0184_cartagena";"true";"SFW0184";"Computer";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP. COMERCIAL CORP. // CORREO // CARTAGENA // CRA 2 10-153 AV SAN MARTIN // FIREWALL EN CLIENTE SFW0184";"SEDE CLIENTE";"08/06/22 16:34:20"
"fw-interconex1";"true";"WFM0037";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"Servicios Especiales Datacenter";"CI - PROYECTO INSPIRA";"TRIARA\BUNKER4\BB13(AB)\18";"11/02/23 01:14:10"
"V04-ALMAPRUE (fw-cloud_aval_ortezal_ad12)";"false";"agd0369";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"TELMEX SEGURIDAD";"FIREWALL CONTINGENCIA *ALMAVIVA  ORTEZAL";"";"22/04/20 10:11:17"
"FW_EXITO1";"false";"alme710-a";"Firewall HA";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"Servicios de Seguridad";"DESCRIPCION DE LA VENTA/NOVEDAD: SOP COMERCIAL CORP // CORREO //BOGOTA // TRIARA // FIREWALL // IaaS // Firewall - Seguridad Centralizada";"TRIARA\BUNKER4\AY13(AB)\18";"11/05/20 22:40:49"
"FW-ULTRA_AIR_2";"true";"ZCAJ029";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP //MEDELLIN // CARRERA 49 N° 49-73 PISO 3 // SERVICIOS ESPECIALES DATACENTER (SERVICIOS PROFESIONALES DE SEGURIDAD)";"";"29/09/22 01:00:44"
"FW_UNIAJC-WIFI1";"true";"ITMAJ30";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COMERCIAL CORP  / CALI / AV 6N # 28N-102 / FIREWALL EN CLIENTEFIREWALL EN HD CON FORTINET 300E";"";"01/04/23 01:21:31"
"faz-metlife";"false";"mju0020";"Firewall";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"Servicios Especiales Datacenter";"SOAV CORP / SERVICION ESPECIALES DATACENTER / DATACENTER-Servicio de Hosting";"TRIARA\BUNKER4\AU13(AB)\35";"04/06/21 03:43:09"
"bquilla_centro_220_213_257_258_286";"true";"ULI0286";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // BARRANQUILLA // BARRANQUILLA CENTRO - CARRERA 46 NO.48-170 // FIREWALL EN CLIENTE //";"SEDE CLIENTE";"08/06/22 09:50:34"
"FGT30E5619078237(fw_gzm0223_fw-fanalca-gzm0057-056-399-gzm0223)";"true";"GZM0223";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORPO // CORREO // MONTERIA //CRA 14 # 13 - 60 PUNTO SURSUPERMOTOS DE CORDOBA //FIREWALL EN CLIENTE //5120// REEMPLAZO OT 14300632";"";"08/06/22 10:00:23"
"FW-VALOREM1(fw-valorem1)";"true";"VAB0083";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE CORPO//FIREWALL//100MB//TRIARA";"TRIARA\BUNKER4\AY13(AB)\19";"27/04/22 16:08:45"
"V58-BCOLPAT1 (fw-chasis-2-bk3)";"false";"bdv0372";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"""firewall centralizado para el internet  (OT 11608103) de 2M en triara";"";"19/08/20 23:18:54"
"fw-fanalca_gzm0130-344-gzm0255";"false";"gzm0255";"Firewall";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORPO // CORREO // BOGOTA //CLL 72 # 5-83 OFIC, 302 EDIFICIO AVDA CHILEFANALCA //FIREWALL EN CLIENTE";"SEDE CLIENTE_FANALCA";"09/03/22 03:49:08"
"fw-gmc";"false";"gojc002";"Firewall";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // CORREO // BOGOTA // DC TRIARA // FIREWALL EN CLIENTE // 2,1GBPS";"TRIARA\BUNKER1\H3(AB)\6";"28/05/21 03:44:18"
"V23-VALOREM";"true";"VAB0197";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP // MEDELLIN // DATACENTER CLARO MEGACENTER MEDELLIN // SERVICIOS ESPECIALES DATACENTER (SERVICIOS PROFESIONALES DE SEGURIDAD)";"";"01/12/22 01:22:11"
